Created on 11-22-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1600646400.0,2020-09-21,LTCUSD,47.07,47.59,41.55,43.25,6517.09,287168.38
1600560000.0,2020-09-20,LTCUSD,48.56,48.7,46.17,47.07,2157.19,102419.05
1600473600.0,2020-09-19,LTCUSD,48.32,48.95,48.06,48.56,937.31,45505.88
1600387200.0,2020-09-18,LTCUSD,48.91,49.07,47.56,48.32,1361.95,65996.37
1600300800.0,2020-09-17,LTCUSD,47.7,49.55,47.7,48.91,1463.06,71030.11
1600214400.0,2020-09-16,LTCUSD,48.23,48.7,47.14,47.7,2184.2,105404.66
1600128000.0,2020-09-15,LTCUSD,49.02,50.3,48.21,48.23,3545.0,174345.64
1600041600.0,2020-09-14,LTCUSD,48.11,50.79,47.18,49.02,2811.77,136799.41
1599955200.0,2020-09-13,LTCUSD,50.73,50.83,47.37,48.11,1393.48,68892.42
1599868800.0,2020-09-12,LTCUSD,49.05,51.34,48.43,50.73,1762.43,87979.12
1599782400.0,2020-09-11,LTCUSD,48.63,49.4,47.44,49.05,1870.78,90629.33
1599696000.0,2020-09-10,LTCUSD,47.8,49.44,47.8,48.63,1951.24,95185.58
1599609600.0,2020-09-09,LTCUSD,47.17,48.8,46.57,47.8,2668.91,126779.08
1599523200.0,2020-09-08,LTCUSD,48.77,49.27,46,47.17,1849.57,88431.92
1599436800.0,2020-09-07,LTCUSD,47.88,49.03,45.3,48.77,2206.55,104492.77
1599350400.0,2020-09-06,LTCUSD,47.59,51.05,46.38,47.88,2669.16,129144.0
1599264000.0,2020-09-05,LTCUSD,50.45,51.28,45.35,47.59,5429.52,264877.42
1599177600.0,2020-09-04,LTCUSD,47.5,52.38,46.58,50.45,5992.93,298493.26
1599091200.0,2020-09-03,LTCUSD,58.2,58.62,45.89,47.5,8045.41,424865.42
1599004800.0,2020-09-02,LTCUSD,62.57,63.19,56.9,58.2,4069.84,243188.66
1598918400.0,2020-09-01,LTCUSD,61.06,64.33,59.8,62.57,5466.77,344082.76
1598832000.0,2020-08-31,LTCUSD,62.49,63.73,60.52,61.06,2425.92,150097.97
1598745600.0,2020-08-30,LTCUSD,57.02,62.85,57.02,62.49,2671.3,161376.21
1598659200.0,2020-08-29,LTCUSD,57.35,58.14,57.02,57.02,2304.5,132963.29
1598572800.0,2020-08-28,LTCUSD,56.05,58.2,55.51,57.35,1106.76,62827.25
1598486400.0,2020-08-27,LTCUSD,58.2,59.21,54.07,56.05,3172.32,178180.47
1598400000.0,2020-08-26,LTCUSD,58.39,59.03,57,58.2,1436.97,83402.0
1598313600.0,2020-08-25,LTCUSD,62.46,62.46,56.65,58.39,3027.87,179124.39
1598227200.0,2020-08-24,LTCUSD,60.58,63.05,60.08,62.46,1699.87,105234.91
1598140800.0,2020-08-23,LTCUSD,60.29,61.69,58.15,60.58,2173.02,130894.05
1598054400.0,2020-08-22,LTCUSD,59.05,60.45,57.8,60.29,901.91,53213.23
1597968000.0,2020-08-21,LTCUSD,62.42,63.79,58.85,59.05,2816.19,171781.53
1597881600.0,2020-08-20,LTCUSD,62.08,63.67,61.03,62.42,1591.12,99571.8
1597795200.0,2020-08-19,LTCUSD,65.35,67,59,62.08,5867.79,370478.39
1597708800.0,2020-08-18,LTCUSD,67.19,68.49,63.06,65.35,6538.68,432638.49
1597622400.0,2020-08-17,LTCUSD,64.02,68.97,61.41,67.19,7072.51,465751.9
1597536000.0,2020-08-16,LTCUSD,59.96,64.68,58.5,64.02,9003.74,551033.99
1597449600.0,2020-08-15,LTCUSD,56.72,60.89,56.5,59.96,6277.61,372629.28
1597363200.0,2020-08-14,LTCUSD,57.16,58,55.99,56.72,3839.35,218232.58
1597276800.0,2020-08-13,LTCUSD,54.58,57.33,51.94,57.16,3949.16,215775.99
1597190400.0,2020-08-12,LTCUSD,54.1,55.06,51.51,54.58,1733.79,93589.27
1597104000.0,2020-08-11,LTCUSD,58.34,59.6,52.54,54.1,4278.64,238286.75
1597017600.0,2020-08-10,LTCUSD,56.66,59.48,56.5,58.34,3227.35,187448.42
1596931200.0,2020-08-09,LTCUSD,58.37,58.67,56.08,56.66,2094.51,120021.25
1596844800.0,2020-08-08,LTCUSD,57.06,58.51,56.58,58.37,2001.54,114877.65
1596758400.0,2020-08-07,LTCUSD,58.89,61,54.74,57.06,4031.97,234619.44
1596672000.0,2020-08-06,LTCUSD,58.82,60.71,57.83,58.89,2871.92,170637.0
1596585600.0,2020-08-05,LTCUSD,57.52,59.63,56.81,58.82,4197.26,246779.78
1596499200.0,2020-08-04,LTCUSD,58.54,59.56,56.39,57.52,2289.32,132526.52
1596412800.0,2020-08-03,LTCUSD,56.86,60.1,55.76,58.54,4129.54,242603.4
1596326400.0,2020-08-02,LTCUSD,61.8,65.2,52.29,56.86,12855.74,751207.71
1596240000.0,2020-08-01,LTCUSD,58.03,62.3,57.68,61.8,5412.84,326111.37
1596153600.0,2020-07-31,LTCUSD,56.83,59.25,55.88,58.03,2028.72,117002.86
1596067200.0,2020-07-30,LTCUSD,55.15,58.61,53.87,56.83,5058.41,282744.06
1595980800.0,2020-07-29,LTCUSD,55.93,57,54.75,55.15,2338.12,130523.73
1595894400.0,2020-07-28,LTCUSD,53.4,60,51.72,55.93,8489.6,469919.88
1595808000.0,2020-07-27,LTCUSD,48.08,55.87,47,53.4,6952.75,355184.92
1595721600.0,2020-07-26,LTCUSD,49.34,50.55,47.56,48.08,5562.75,273191.17
1595635200.0,2020-07-25,LTCUSD,44.17,49.55,44.16,49.34,5392.06,256466.79
1595548800.0,2020-07-24,LTCUSD,45.09,45.09,44.02,44.17,2142.89,95406.31
1595462400.0,2020-07-23,LTCUSD,45.07,45.72,44.56,45.09,4038.43,181593.09
1595376000.0,2020-07-22,LTCUSD,43.77,45.16,43.26,45.07,1362.88,60345.95
1595289600.0,2020-07-21,LTCUSD,41.96,44.14,41.95,43.77,1297.19,56395.47
1595203200.0,2020-07-20,LTCUSD,42.7,42.78,41.5,41.96,469.03,19709.3
1595116800.0,2020-07-19,LTCUSD,42.45,42.93,41.94,42.7,606.0,25654.68
1595030400.0,2020-07-18,LTCUSD,41.89,42.88,41.79,42.45,714.54,30331.1
1594944000.0,2020-07-17,LTCUSD,42.02,42.32,41.71,41.89,741.69,31185.19
1594857600.0,2020-07-16,LTCUSD,43.26,43.32,41,42.02,1286.94,53898.2
1594771200.0,2020-07-15,LTCUSD,43.84,43.92,42.9,43.26,779.99,33846.08
1594684800.0,2020-07-14,LTCUSD,43.89,43.89,42.92,43.84,1015.03,44187.59
1594598400.0,2020-07-13,LTCUSD,44.77,45.55,42.55,43.89,4787.38,215388.02
1594512000.0,2020-07-12,LTCUSD,44.72,45.29,43.72,44.77,1590.99,71353.43
1594425600.0,2020-07-11,LTCUSD,44.09,44.72,43.89,44.72,1388.52,61581.14
1594339200.0,2020-07-10,LTCUSD,44.37,44.57,43.49,44.09,670.32,29526.46
1594252800.0,2020-07-09,LTCUSD,45.42,45.97,43.56,44.37,3055.73,137307.78
1594166400.0,2020-07-08,LTCUSD,43.36,45.65,43.17,45.42,4943.33,222566.61
1594080000.0,2020-07-07,LTCUSD,44.08,44.46,43,43.36,661.51,28829.21
1593993600.0,2020-07-06,LTCUSD,41.61,44.2,41.61,44.08,1165.88,50305.24
1593907200.0,2020-07-05,LTCUSD,41.96,42.16,40.8,41.61,534.37,22087.36
1593820800.0,2020-07-04,LTCUSD,41.1,42.2,41.1,41.96,796.99,33186.36
1593734400.0,2020-07-03,LTCUSD,41.06,41.65,40.93,41.1,1902.5,78608.52
1593648000.0,2020-07-02,LTCUSD,41.88,41.88,40.41,41.06,2318.4,95145.9
1593561600.0,2020-07-01,LTCUSD,41.29,42.04,40.94,41.88,829.88,34575.89
1593475200.0,2020-06-30,LTCUSD,41.92,42,40.81,41.29,723.74,29842.64
1593388800.0,2020-06-29,LTCUSD,41.35,42.22,40.63,41.92,984.09,40757.93
1593302400.0,2020-06-28,LTCUSD,41.23,42,40.48,41.35,1258.76,51805.82
1593216000.0,2020-06-27,LTCUSD,43.02,43.02,39.11,41.23,3608.91,147578.32
1593129600.0,2020-06-26,LTCUSD,42.25,43.44,41.42,43.02,1142.03,48585.15
1593043200.0,2020-06-25,LTCUSD,42.55,42.85,41.64,42.25,717.09,30370.36
1592956800.0,2020-06-24,LTCUSD,44.06,44.67,42.1,42.55,1375.84,59426.44
1592870400.0,2020-06-23,LTCUSD,44.4,44.46,43.82,44.06,887.74,39176.56
1592784000.0,2020-06-22,LTCUSD,42.9,44.63,42.9,44.4,1822.36,80117.87
1592697600.0,2020-06-21,LTCUSD,43.7,43.73,42.9,42.9,334.72,14489.38
1592611200.0,2020-06-20,LTCUSD,42.72,43.82,42.34,43.7,1043.18,44820.34
1592524800.0,2020-06-19,LTCUSD,43.38,43.69,42.41,42.72,2225.14,95494.09
1592438400.0,2020-06-18,LTCUSD,44.08,44.18,42.93,43.38,1460.74,63780.16
1592352000.0,2020-06-17,LTCUSD,43.87,44.95,43.1,44.08,1471.74,65168.63
1592265600.0,2020-06-16,LTCUSD,43.78,44.2,43.34,43.87,984.37,43066.8
1592179200.0,2020-06-15,LTCUSD,44.05,44.05,41.74,43.78,2669.52,115255.36
1592092800.0,2020-06-14,LTCUSD,45.09,45.09,43.1,44.05,1917.03,84376.35
1592006400.0,2020-06-13,LTCUSD,44.52,45.25,44.31,45.09,745.5,33368.03
1591920000.0,2020-06-12,LTCUSD,43.17,46,42.95,44.52,4161.93,186066.38
1591833600.0,2020-06-11,LTCUSD,46.64,46.96,41.83,43.17,5684.74,251934.08
1591747200.0,2020-06-10,LTCUSD,46.05,47.22,45.68,46.64,1438.17,66643.18
1591660800.0,2020-06-09,LTCUSD,46.5,46.88,45.45,46.05,2404.58,111043.94
1591574400.0,2020-06-08,LTCUSD,46.67,46.79,45.98,46.5,806.76,37346.39
1591488000.0,2020-06-07,LTCUSD,46.86,47,45.19,46.67,995.25,45989.07
1591401600.0,2020-06-06,LTCUSD,46.96,47.33,46.13,46.86,422.4,19709.08
1591315200.0,2020-06-05,LTCUSD,47.5,47.94,46.42,46.96,2034.13,96625.27
1591228800.0,2020-06-04,LTCUSD,47.09,48,46.41,47.5,2809.31,133568.4
1591142400.0,2020-06-03,LTCUSD,46.04,47.45,45.33,47.09,883.04,41116.63
1591056000.0,2020-06-02,LTCUSD,48.34,49.84,44.53,46.04,7765.0,370455.85
1590969600.0,2020-06-01,LTCUSD,45.53,48.83,45.49,48.34,8430.45,405303.91
1590883200.0,2020-05-31,LTCUSD,47.64,47.83,45.1,45.53,1461.07,67849.67
1590796800.0,2020-05-30,LTCUSD,44.54,48,44.23,47.64,2585.33,121509.29
1590710400.0,2020-05-29,LTCUSD,44.72,45.32,44.2,44.54,1351.09,60382.54
1590624000.0,2020-05-28,LTCUSD,43.75,44.93,43.15,44.72,2370.97,104959.24
1590537600.0,2020-05-27,LTCUSD,42.41,44,42.32,43.75,1426.53,61758.32
1590451200.0,2020-05-26,LTCUSD,42.94,43.03,41.84,42.41,1157.12,49207.04
1590364800.0,2020-05-25,LTCUSD,42.1,43.22,41.79,42.94,1769.95,75963.14
1590278400.0,2020-05-24,LTCUSD,43.85,44.53,42.1,42.1,3028.74,130993.43
1590192000.0,2020-05-23,LTCUSD,44.25,44.65,43.63,43.85,520.64,22953.96
1590105600.0,2020-05-22,LTCUSD,42.72,44.63,42.38,44.25,1505.72,65585.67
1590019200.0,2020-05-21,LTCUSD,44.18,44.63,41.66,42.72,2182.23,93784.38
1589932800.0,2020-05-20,LTCUSD,45.73,46.14,43.13,44.18,3583.46,159641.06
1589846400.0,2020-05-19,LTCUSD,45.29,45.8,44.08,45.73,2829.83,126858.74
1589760000.0,2020-05-18,LTCUSD,43.64,46.57,43.64,45.29,4831.02,218650.57
1589673600.0,2020-05-17,LTCUSD,43.18,44.54,43.17,43.64,3165.67,139578.61
1589587200.0,2020-05-16,LTCUSD,42.77,43.81,42.5,43.18,4857.94,210151.33
1589500800.0,2020-05-15,LTCUSD,44.12,44.14,42.39,42.77,3239.71,139964.23
1589414400.0,2020-05-14,LTCUSD,43.27,44.42,42.34,44.12,3726.77,161849.8
1589328000.0,2020-05-13,LTCUSD,42.28,43.82,42.01,43.27,1686.48,72314.74
1589241600.0,2020-05-12,LTCUSD,41.97,42.82,41.37,42.28,2136.85,90092.83
1589155200.0,2020-05-11,LTCUSD,42.14,42.82,39.46,41.97,5317.77,220488.09
1589068800.0,2020-05-10,LTCUSD,47.05,47.05,39.37,42.14,5277.71,221737.08
1588982400.0,2020-05-09,LTCUSD,47.82,49.06,46.72,47.05,2939.86,140975.04
1588896000.0,2020-05-08,LTCUSD,47.66,48.5,46.43,47.82,4173.38,198636.56
1588809600.0,2020-05-07,LTCUSD,45.27,48.38,44.46,47.66,3350.68,156465.52
1588723200.0,2020-05-06,LTCUSD,46.63,47.61,44.61,45.27,3646.75,169753.34
1588636800.0,2020-05-05,LTCUSD,47.01,47.8,45.8,46.63,3489.0,163888.15
1588550400.0,2020-05-04,LTCUSD,48.15,48.15,45.25,47.01,1906.62,88891.89
1588464000.0,2020-05-03,LTCUSD,49.34,50,46.7,48.15,2344.4,114017.91
1588377600.0,2020-05-02,LTCUSD,47.1,49.69,46.93,49.34,1375.67,66596.87
1588291200.0,2020-05-01,LTCUSD,46.37,48.27,46.31,47.1,1796.86,84872.35
1588204800.0,2020-04-30,LTCUSD,48.85,50.8,45.66,46.37,7321.73,351228.93
1588118400.0,2020-04-29,LTCUSD,45.89,50.11,45.47,48.85,6681.53,319198.33
1588032000.0,2020-04-28,LTCUSD,44.63,46.27,43.58,45.89,2350.35,104667.83
1587945600.0,2020-04-27,LTCUSD,44.45,45.41,43.38,44.63,2041.39,90630.77
1587859200.0,2020-04-26,LTCUSD,44.3,45.42,43.69,44.45,3031.43,134840.45
1587772800.0,2020-04-25,LTCUSD,44.65,45.59,43.95,44.3,3780.11,169108.01
1587686400.0,2020-04-24,LTCUSD,42.83,44.99,42.83,44.65,3179.1,140040.94
1587600000.0,2020-04-23,LTCUSD,41.9,43.97,41.15,42.83,4741.87,204134.4
1587513600.0,2020-04-22,LTCUSD,40.76,42.45,40.32,41.9,1290.93,53678.54
1587427200.0,2020-04-21,LTCUSD,40.44,41.37,40.19,40.76,2367.88,96441.67
1587340800.0,2020-04-20,LTCUSD,42.3,43.45,39.66,40.44,4797.45,197819.39
1587254400.0,2020-04-19,LTCUSD,44.31,44.39,41.67,42.3,2161.6,93242.6
1587168000.0,2020-04-18,LTCUSD,42.27,44.66,42,44.31,3197.07,138068.76
1587081600.0,2020-04-17,LTCUSD,42.45,43.44,41.67,42.27,2387.85,100860.66
1586995200.0,2020-04-16,LTCUSD,39.3,43.76,37.96,42.45,3329.83,139078.69
1586908800.0,2020-04-15,LTCUSD,41.13,41.74,39.12,39.3,2563.66,104105.75
1586822400.0,2020-04-14,LTCUSD,41.53,42.02,40.63,41.13,1270.63,52733.84
1586736000.0,2020-04-13,LTCUSD,42.01,42.01,39.7,41.53,4174.83,169386.81
1586649600.0,2020-04-12,LTCUSD,42.63,43.78,41.95,42.01,3377.57,144240.53
1586563200.0,2020-04-11,LTCUSD,42.31,43.08,41.57,42.63,1177.07,49863.09
1586476800.0,2020-04-10,LTCUSD,46.34,46.43,41,42.31,11709.41,519068.91
1586390400.0,2020-04-09,LTCUSD,46.66,46.91,44.53,46.34,1441.22,66527.55
1586304000.0,2020-04-08,LTCUSD,44.77,47.31,44.4,46.66,1945.09,89968.18
1586217600.0,2020-04-07,LTCUSD,45,47.63,43.7,44.77,5583.25,254701.12
1586131200.0,2020-04-06,LTCUSD,40.39,45.68,40.39,45,5170.28,224430.61
1586044800.0,2020-04-05,LTCUSD,40.78,41.09,39.97,40.39,3201.75,129728.17
1585958400.0,2020-04-04,LTCUSD,40.66,41.17,40.03,40.78,1369.22,55510.44
1585872000.0,2020-04-03,LTCUSD,40.05,41.3,39.79,40.66,2361.32,95941.36
1585785600.0,2020-04-02,LTCUSD,39.43,43.5,39.02,40.05,4977.99,201918.65
1585699200.0,2020-04-01,LTCUSD,39.41,39.54,37.02,39.43,2724.86,104850.87
1585612800.0,2020-03-31,LTCUSD,39.06,39.41,38.48,39.41,3109.04,121332.3
1585526400.0,2020-03-30,LTCUSD,37.17,39.72,37.06,39.06,2343.24,91272.92
1585440000.0,2020-03-29,LTCUSD,39,39.14,37.02,37.17,2891.84,109180.13
1585353600.0,2020-03-28,LTCUSD,38.03,39.49,36.62,39,2714.33,102913.45
1585267200.0,2020-03-27,LTCUSD,40.51,41.36,38,38.03,3262.75,129938.53
1585180800.0,2020-03-26,LTCUSD,39.35,40.58,38.61,40.51,1715.49,67600.36
1585094400.0,2020-03-25,LTCUSD,40.63,41.09,38.21,39.35,3802.12,150882.6
1585008000.0,2020-03-24,LTCUSD,39.17,41.08,38.34,40.63,2606.39,103788.33
1584921600.0,2020-03-23,LTCUSD,35.53,40.11,34.75,39.17,3565.17,135127.28
1584835200.0,2020-03-22,LTCUSD,38.34,39.77,34.9,35.53,2187.74,80440.57
1584748800.0,2020-03-21,LTCUSD,37.79,40.07,36.31,38.34,2231.25,85514.17
1584662400.0,2020-03-20,LTCUSD,39.15,43.73,25.8,38,14018.28,553800.02
1584576000.0,2020-03-19,LTCUSD,34.73,40.87,34.1,39.15,3488.82,132806.41
1584489600.0,2020-03-18,LTCUSD,34.71,34.95,32.43,34.93,1714.52,57649.85
1584403200.0,2020-03-17,LTCUSD,33.22,36.09,32.26,34.18,2925.03,102017.26
1584316800.0,2020-03-16,LTCUSD,35.83,36.25,29.46,33.22,5869.0,188989.02
1584230400.0,2020-03-15,LTCUSD,34.3,38.75,34.02,36.42,5536.77,199511.48
1584144000.0,2020-03-14,LTCUSD,38.17,38.17,33.91,34.3,2843.17,101095.19
1584057600.0,2020-03-13,LTCUSD,30.04,41.37,24.45,38.17,18136.24,602574.89
1583971200.0,2020-03-12,LTCUSD,47.94,48.17,28.84,30.04,14607.32,550901.12
1583884800.0,2020-03-11,LTCUSD,50.56,50.78,45.63,48.72,2100.41,99721.2
1583798400.0,2020-03-10,LTCUSD,50.55,51.57,48.82,50.19,4233.89,213398.41
1583712000.0,2020-03-09,LTCUSD,51.32,52.23,46.67,50.5,6469.89,318649.61
1583625600.0,2020-03-08,LTCUSD,59.14,59.44,50.62,51.32,5791.11,313498.41
1583539200.0,2020-03-07,LTCUSD,63.14,64,60.16,60.49,2794.12,173848.68
1583452800.0,2020-03-06,LTCUSD,61.77,63.79,61.22,63.14,1245.68,77846.1
1583366400.0,2020-03-05,LTCUSD,61,63.45,60.71,61.77,1873.82,116652.31
1583280000.0,2020-03-04,LTCUSD,61.2,61.89,58.94,60.13,838.76,51014.29
1583193600.0,2020-03-03,LTCUSD,60.24,62.44,59.55,61.2,1334.81,81235.75
1583107200.0,2020-03-02,LTCUSD,58.29,62.3,57.44,61.35,1169.23,70889.53
1583020800.0,2020-03-01,LTCUSD,57.96,60.22,56.15,58.29,913.45,52838.07
1582934400.0,2020-02-29,LTCUSD,60.42,61.55,57.96,57.96,889.82,52760.34
1582848000.0,2020-02-28,LTCUSD,61.38,63.14,56.73,60.42,2110.99,125317.45
1582761600.0,2020-02-27,LTCUSD,58.35,65,57.34,61.38,1491.34,92882.97
1582675200.0,2020-02-26,LTCUSD,72.15,72.15,57.58,60.81,5888.27,375365.84
1582588800.0,2020-02-25,LTCUSD,75.87,75.87,69.61,71.24,1955.06,140091.83
1582502400.0,2020-02-24,LTCUSD,80.08,80.08,71.5,75.87,2164.78,162803.66
1582416000.0,2020-02-23,LTCUSD,75.11,80.08,75.11,80.08,2021.35,159333.71
1582329600.0,2020-02-22,LTCUSD,73.45,76.67,72.48,75.11,1515.41,112795.43
1582243200.0,2020-02-21,LTCUSD,68.74,75.18,68.74,73.45,2365.03,171445.13
1582156800.0,2020-02-20,LTCUSD,72.22,72.22,66.33,69.45,1914.43,132622.92
1582070400.0,2020-02-19,LTCUSD,76.83,79.53,67.3,70.68,4473.22,331148.85
1581984000.0,2020-02-18,LTCUSD,73,79.28,69.74,77.28,3994.7,301973.07
1581897600.0,2020-02-17,LTCUSD,73.43,73.98,68.62,72.88,2312.18,164486.97
1581811200.0,2020-02-16,LTCUSD,76.33,80.67,67.56,75.1,3978.22,299557.22
1581724800.0,2020-02-15,LTCUSD,83.57,83.57,75.08,76.33,5083.49,395083.29
1581638400.0,2020-02-14,LTCUSD,80.03,83.9,78.69,83.17,2142.28,175380.77
1581552000.0,2020-02-13,LTCUSD,81.54,84.35,77.24,80.4,4096.49,333299.87
1581465600.0,2020-02-12,LTCUSD,77.1,82.99,76.92,81.54,4164.09,332824.2
1581379200.0,2020-02-11,LTCUSD,73.16,77.41,72.57,77.1,1953.59,147496.57
1581292800.0,2020-02-10,LTCUSD,76.92,77.41,72.33,74.22,2803.62,209291.47
1581206400.0,2020-02-09,LTCUSD,77.46,78.5,75.24,76.92,2706.45,208968.39
1581120000.0,2020-02-08,LTCUSD,74.36,77.7,71.3,76.68,5652.51,428244.1
1581033600.0,2020-02-07,LTCUSD,74.1,75.28,72.93,74.36,2543.45,188642.9
1580947200.0,2020-02-06,LTCUSD,72.81,74.88,71.19,73.36,2331.1,170796.29
1580860800.0,2020-02-05,LTCUSD,68.28,73.39,67.55,72.81,3257.33,233631.8
1580774400.0,2020-02-04,LTCUSD,69.61,70.3,66.62,67.73,6044.25,412960.15
1580688000.0,2020-02-03,LTCUSD,71.46,72.96,68.5,69.61,3942.88,275470.49
1580601600.0,2020-02-02,LTCUSD,69.86,73.38,67.61,69.85,4932.92,346463.08
1580515200.0,2020-02-01,LTCUSD,67.55,72.8,67.55,71.05,12719.34,891402.32
1580428800.0,2020-01-31,LTCUSD,67.88,69.75,65.38,67.55,2074.91,140070.28
1580342400.0,2020-01-30,LTCUSD,60.06,69.9,58.19,67.88,7208.69,475428.9
1580256000.0,2020-01-29,LTCUSD,60.6,62.36,59.55,60.06,1797.29,109000.48
1580169600.0,2020-01-28,LTCUSD,58.64,61.4,57.31,60.6,3791.23,226168.73
1580083200.0,2020-01-27,LTCUSD,55.9,59.54,55.9,58.64,2488.84,145013.29
1579996800.0,2020-01-26,LTCUSD,53.03,56.49,52.91,55.9,735.1,40423.89
1579910400.0,2020-01-25,LTCUSD,54.3,54.52,52.28,53.28,1684.8,90238.78
1579824000.0,2020-01-24,LTCUSD,54.27,55.36,50.77,54.3,1598.57,85414.63
1579737600.0,2020-01-23,LTCUSD,57.88,57.88,52.4,54.27,2277.21,123539.24
1579651200.0,2020-01-22,LTCUSD,57.76,59.1,57.19,58.33,952.39,55290.96
1579564800.0,2020-01-21,LTCUSD,57.47,57.9,55.92,57.76,836.43,47714.12
1579478400.0,2020-01-20,LTCUSD,57.3,58.11,55.71,57.47,799.34,45717.73
1579392000.0,2020-01-19,LTCUSD,59.49,62.26,55.44,57.75,3367.39,198098.11
1579305600.0,2020-01-18,LTCUSD,62.71,62.71,58.19,59.49,2296.68,137293.98
1579219200.0,2020-01-17,LTCUSD,57.59,62.99,56.59,61.18,2612.7,156692.47
1579132800.0,2020-01-16,LTCUSD,58.21,58.5,54.85,57.59,2298.27,129837.71
1579046400.0,2020-01-15,LTCUSD,58.46,60,55.45,58.21,3707.62,215441.08
1578960000.0,2020-01-14,LTCUSD,49.58,60.67,49.58,58.46,6702.42,372829.85
1578873600.0,2020-01-13,LTCUSD,51.41,51.63,48.96,49.58,1396.7,69682.66
1578787200.0,2020-01-12,LTCUSD,49.51,51.41,49.51,51.41,1253.81,63445.97
1578700800.0,2020-01-11,LTCUSD,48.86,51.87,47.82,49.27,5333.97,270074.09
1578614400.0,2020-01-10,LTCUSD,44.94,49.6,43.81,48.91,4240.36,202689.61
1578528000.0,2020-01-09,LTCUSD,45.11,45.7,43.88,44.98,1350.77,60390.17
1578441600.0,2020-01-08,LTCUSD,46.36,48.57,44.11,45.44,6094.92,287356.4
1578355200.0,2020-01-07,LTCUSD,45.9,46.83,44.37,46.36,5281.7,242262.53
1578268800.0,2020-01-06,LTCUSD,43.25,46.09,43.25,45.75,2797.91,125548.58
1578182400.0,2020-01-05,LTCUSD,42.47,44.44,42.47,43.25,1165.86,50671.17
1578096000.0,2020-01-04,LTCUSD,42.19,42.88,41.8,42.47,445.01,18837.02
1578009600.0,2020-01-03,LTCUSD,39.35,42.22,38.66,42.19,1784.71,73682.84
1577923200.0,2020-01-02,LTCUSD,41.46,41.71,39,39.35,1218.5,49063.09
1577836800.0,2020-01-01,LTCUSD,41.17,41.19,41.06,41.19,26.51,1091.85
1577750400.0,2019-12-31,LTCUSD,42.43,42.64,40.92,41.17,1616.91,67713.24
1577664000.0,2019-12-30,LTCUSD,43.17,43.96,41.6,42.43,811.92,34511.07
1577577600.0,2019-12-29,LTCUSD,42.64,43.61,42.16,43.17,627.09,26926.68
1577491200.0,2019-12-28,LTCUSD,41.56,43.6,41.4,42.64,1028.2,43716.69
1577404800.0,2019-12-27,LTCUSD,39.95,41.21,39.72,41.19,433.35,17524.9
1577318400.0,2019-12-26,LTCUSD,40.14,41.48,39.66,39.95,609.76,24701.75
1577232000.0,2019-12-25,LTCUSD,40.21,40.4,40.21,40.4,4.76,192.31
1577145600.0,2019-12-24,LTCUSD,40.43,41.03,39.77,40.21,719.6,28984.41
1577059200.0,2019-12-23,LTCUSD,41.91,42.64,40.35,40.43,4126.69,170043.51
1576972800.0,2019-12-22,LTCUSD,39.79,42.12,39.72,41.91,811.06,33506.56
1576886400.0,2019-12-21,LTCUSD,40.28,40.28,40.09,40.09,100.52,4035.39
1576800000.0,2019-12-20,LTCUSD,39.6,40.38,39.4,40.28,534.2,21345.18
1576713600.0,2019-12-19,LTCUSD,40.83,40.94,39.17,39.6,1232.31,49265.55
1576627200.0,2019-12-18,LTCUSD,36.86,41.48,36.02,40.92,2740.7,108624.17
1576540800.0,2019-12-17,LTCUSD,40.1,40.1,36.19,36.86,1904.27,72728.41
1576454400.0,2019-12-16,LTCUSD,43.47,43.47,38.9,40.1,5158.09,213091.99
1576368000.0,2019-12-15,LTCUSD,43.4,43.9,42.96,43.47,554.8,24126.67
1576281600.0,2019-12-14,LTCUSD,44.37,44.55,43.29,43.4,1131.6,49697.5
1576195200.0,2019-12-13,LTCUSD,43.73,44.44,43.48,44.18,1097.32,48241.56
1576108800.0,2019-12-12,LTCUSD,43.59,44.03,42.96,43.74,655.05,28453.25
1576022400.0,2019-12-11,LTCUSD,44.26,44.46,43.27,43.59,1629.89,71659.13
1575936000.0,2019-12-10,LTCUSD,44.57,44.65,43.73,44.13,7341.02,326525.77
1575849600.0,2019-12-09,LTCUSD,45.84,45.88,44.09,44.57,1919.86,86342.16
1575763200.0,2019-12-08,LTCUSD,45.06,46.21,44.97,45.84,591.42,26993.37
1575676800.0,2019-12-07,LTCUSD,45.43,46.45,45.19,45.22,827.88,37912.47
1575590400.0,2019-12-06,LTCUSD,44.81,45.54,44.17,45.43,7342.02,331672.49
1575504000.0,2019-12-05,LTCUSD,44.68,45.33,43.75,44.81,9320.24,414897.99
1575417600.0,2019-12-04,LTCUSD,44.28,47.29,43.87,44.68,9297.36,427463.93
1575331200.0,2019-12-03,LTCUSD,45.75,46.22,44.35,44.75,2360.13,107484.4
1575244800.0,2019-12-02,LTCUSD,47.49,47.52,44.86,45.75,1251.55,57124.71
1575158400.0,2019-12-01,LTCUSD,47.31,48.26,45.7,47.69,1962.06,92626.25
1575072000.0,2019-11-30,LTCUSD,48.74,48.89,46.7,47.31,729.33,34764.39
1574985600.0,2019-11-29,LTCUSD,46.94,49.34,46.94,48.74,3732.75,182116.76
